t,driver,x,y
114,VER,776,-5295
114,ZHO,9812,11913
116,ALB,863,-5031
116,ALO,1138,-2674
116,BOT,6615,9851
116,COL,5280,8690
116,GAS,1560,1914
116,HAM,20,-5799
116,HUL,991,-4223
116,LEC,-1493,-3547
116,MAG,1415,343
116,NOR,-1464,-1927
116,OCO,1591,2251
116,PER,672,-5480
116,PIA,-1499,-3061
116,RIC,1264,-1300
116,RUS,-1499,-3234
116,SAI,-1255,-4752
116,STR,2542,5605
116,TSU,1745,3904
116,VER,149,-5791
116,ZHO,8676,11283
118,ALB,668,-5482
118,ALO,1033,-3803
118,BOT,5514,8893
118,COL,4041,7614
118,GAS,1441,626
118,HAM,-556,-5621
118,HUL,879,-4967
118,LEC,-1499,-3144
118,MAG,1282,-1101
118,NOR,-1447,-1650
118,OCO,1481,1059
118,PER,12,-5800
118,PIA,-1497,-2832
118,RIC,1134,-2714
118,RUS,-1498,-2908
118,SAI,-1484,-3721
118,STR,2138,4758
118,TSU,1620,2576
118,VER,-373,-5714
118,ZHO,7534,10603
120,ALB,207,-5781
120,ALO,965,-4448
120,BOT,4404,7929
120,COL,2983,6692
120,GAS,1315,-752
120,HAM,-999,-5207
120,HUL,655,-5501
120,LEC,-1498,-2927
120,MAG,1145,-2598
120,NOR,-1433,-1440
120,OCO,1363,-227
120,PER,-592,-5597
120,PIA,-1491,-2578
120,RIC,1029,-3841
120,RUS,-1493,-2657
120,SAI,-1499,-3063
120,STR,1727,3718
120,TSU,1492,1179
120,VER,-741,-5484
120,ZHO,6458,9714
122,ALB,-361,-5719
122,ALO,847,-5089
122,BOT,3206,6887
122,COL,2549,6036
122,GAS,1170,-2325
122,HAM,-1330,-4547
122,HUL,180,-5786
122,LEC,-1494,-2717
122,MAG,1012,-4014
122,NOR,-1419,-1246
122,OCO,1226,-1719
122,PER,-928,-5295
122,PIA,-1477,-2194
122,RIC,929,-4708
122,RUS,-1486,-2414
122,SAI,-1496,-2821
122,STR,1595,2300
122,TSU,1344,-424
122,VER,-1051,-5133
122,ZHO,5255,8668
124,ALB,-780,-5450
124,ALO,589,-5573
124,BOT,2558,6120
124,COL,2451,5207
124,GAS,1020,-3939
124,HAM,-1477,-3814
124,HUL,-317,-5735
124,LEC,-1488,-2480
124,MAG,924,-4736
124,NOR,-1400,-993
124,OCO,1077,-3337
124,PER,-1205,-4860
124,PIA,-1451,-1720
124,RIC,706,-5428
124,RUS,-1474,-2140
124,SAI,-1493,-2643
124,STR,1450,722
124,TSU,1192,-2090
124,VER,-1321,-4574
124,ZHO,4022,7597
126,ALB,-1111,-5038
126,ALO,116,-5794
126,BOT,2399,5094
126,COL,1873,4406
126,GAS,885,-4940
126,HAM,-1499,-3093
126,HUL,-768,-5461
126,LEC,-1476,-2181
126,MAG,757,-5334
126,NOR,-1380,-747
126,OCO,960,-4491
126,PER,-1417,-4224
126,PIA,-1426,-1340
126,RIC,252,-5769
126,RUS,-1459,-1844
126,SAI,-1483,-2347
126,STR,1285,-1072
126,TSU,1093,-3165
126,VER,-1473,-3848
126,ZHO,2952,6665
128,ALB,-1332,-4540
128,ALO,-280,-5747
128,BOT,1805,4212
128,COL,1702,3440
128,GAS,720,-5403
128,HAM,-1495,-2729
128,HUL,-1096,-5063
128,LEC,-1468,-2001
128,MAG,459,-5677
128,NOR,-1362,-536
128,OCO,827,-5155
128,PER,-1493,-3541
128,PIA,-1405,-1057
128,RIC,-172,-5776
128,RUS,-1443,-1593
128,SAI,-1473,-2117
128,STR,1146,-2591
128,TSU,1041,-3724
128,VER,-1499,-3128
128,ZHO,2560,6129
130,ALB,-1439,-4107
130,ALO,-602,-5590
130,BOT,1671,3128
130,COL,1609,2456
130,GAS,425,-5697
130,HAM,-1490,-2567
130,HUL,-1331,-4546
130,LEC,-1458,-1827
130,MAG,74,-5797
130,NOR,-1344,-327
130,OCO,596,-5566
130,PER,-1498,-2965
130,PIA,-1391,-879
130,RIC,-498,-5653
130,RUS,-1427,-1361
130,SAI,-1465,-1952
130,STR,1047,-3662
130,TSU,964,-4460
130,VER,-1493,-2659
130,ZHO,2518,5418
132,ALB,-1490,-3611
132,ALO,-888,-5341
132,BOT,1556,1874
132,COL,1498,1243
132,GAS,-196,-5771
132,HAM,-1484,-2365
132,HUL,-1463,-3942
132,LEC,-1441,-1560
132,MAG,-331,-5730
132,NOR,-1319,-53
132,OCO,126,-5794
132,PER,-1491,-2581
132,PIA,-1365,-565
132,RIC,-786,-5444
132,RUS,-1408,-1095
132,SAI,-1452,-1733
132,STR,967,-4436
132,TSU,812,-5199
132,VER,-1485,-2408
132,ZHO,1960,4560
134,ALB,-1497,-2822
134,ALO,-1238,-4789
134,BOT,1433,536
134,COL,1372,-128
134,GAS,-546,-5625
134,HAM,-1475,-2162
134,HUL,-1497,-3413
134,LEC,-1416,-1212
134,MAG,-720,-5502
134,NOR,-1291,272
134,OCO,-353,-5721
134,PER,-1485,-2385
134,PIA,-1333,-208
134,RIC,-1080,-5087
134,RUS,-1387,-839
134,SAI,-1432,-1431
134,STR,856,-5058
134,TSU,463,-5675
134,VER,-1478,-2216
134,ZHO,1690,3317
136,ALB,-1488,-2484
136,ALO,-1420,-4206
136,BOT,1327,-611
136,COL,1266,-1275
136,GAS,-804,-5427
136,HAM,-1467,-1983
136,HUL,-1499,-3131
136,LEC,-1397,-963
136,MAG,-1012,-5188
136,NOR,-1272,489
136,OCO,-649,-5557
136,PER,-1478,-2226
136,PIA,-1307,89
136,RIC,-1353,-4477
136,RUS,-1362,-538
136,SAI,-1412,-1158
136,STR,656,-5499
136,TSU,30,-5799
136,VER,-1471,-2062
136,ZHO,1574,2075
138,ALB,-1479,-2236
138,ALO,-1492,-3556
138,BOT,1196,-2040
138,COL,1129,-2770
138,GAS,-1260,-4737
138,HAM,-1453,-1752
138,HUL,-1497,-2883
138,LEC,-1368,-604
138,MAG,-1374,-4404
138,NOR,-1247,774
138,OCO,-999,-5206
138,PER,-1469,-2037
138,PIA,-1279,413
138,RIC,-1481,-3761
138,RUS,-1330,-168
138,SAI,-1386,-822
138,STR,137,-5792
138,TSU,-415,-5695
138,VER,-1460,-1856
138,ZHO,1421,408
140,ALB,-1470,-2047
140,ALO,-1499,-3045
140,BOT,1073,-3384
140,COL,1008,-4060
140,GAS,-1431,-4153
140,HAM,-1440,-1539
140,HUL,-1488,-2481
140,LEC,-1342,-304
140,MAG,-1484,-3708
140,NOR,-1216,1142
140,OCO,-1310,-4607
140,PER,-1459,-1849
140,PIA,-1259,642
140,RIC,-1498,-3337
140,RUS,-1304,117
140,SAI,-1356,-464
140,STR,-333,-5729
140,TSU,-756,-5472
140,VER,-1448,-1666
140,ZHO,1272,-1217
142,ALB,-1462,-1908
142,ALO,-1495,-2726
142,BOT,969,-4422
142,COL,854,-5066
142,GAS,-1473,-3849
142,HAM,-1427,-1360
142,HUL,-1479,-2238
142,LEC,-1320,-58
142,MAG,-1496,-3446
142,NOR,-1195,1383
142,OCO,-1438,-4110
142,PER,-1450,-1693
142,PIA,-1232,952
142,RIC,-1499,-3061
142,RUS,-1278,419
142,SAI,-1338,-263
142,STR,-654,-5554
142,TSU,-1073,-5099
142,VER,-1438,-1508
142,ZHO,1152,-2518
144,ALB,-1454,-1755
144,ALO,-1489,-2513
144,BOT,777,-5291
144,COL,412,-5707
144,GAS,-1490,-3599
144,HAM,-1412,-1148
144,HUL,-1470,-2054
144,LEC,-1295,224
144,MAG,-1499,-3244
144,NOR,-1173,1634
144,OCO,-1481,-3750
144,PER,-1439,-1527
144,PIA,-1208,1226
144,RIC,-1496,-2812
144,RUS,-1251,736
144,SAI,-1316,-15
144,STR,-958,-5259
144,TSU,-1310,-4607
144,VER,-1426,-1338
144,ZHO,1025,-3889
146,ALB,-1446,-1637
146,ALO,-1483,-2344
146,BOT,242,-5773
146,COL,-387,-5709
146,GAS,-1497,-3389
146,HAM,-1394,-917
146,HUL,-1461,-1880
146,LEC,-1273,472
146,MAG,-1499,-3067
146,NOR,-1149,1913
146,OCO,-1494,-3504
146,PER,-1426,-1341
146,PIA,-1177,1596
146,RIC,-1491,-2582
146,RUS,-1224,1041
146,SAI,-1295,219
146,STR,-1189,-4894
146,TSU,-1404,-4279
146,VER,-1412,-1150
146,ZHO,875,-4983
148,ALB,-1439,-1535
148,ALO,-1478,-2230
148,BOT,-482,-5663
148,COL,-1003,-5201
148,GAS,-1499,-3174
148,HAM,-1364,-560
148,HUL,-1451,-1710
148,LEC,-1252,716
148,MAG,-1498,-2895
148,NOR,-1133,2104
148,OCO,-1498,-3311
148,PER,-1412,-1149
148,PIA,-1151,1890
148,RIC,-1486,-2421
148,RUS,-1204,1283
148,SAI,-1277,428
148,STR,-1329,-4551
148,TSU,-1457,-3985
148,VER,-1396,-942
148,ZHO,468,-5673
150,ALB,-1429,-1382
150,ALO,-1474,-2139
150,BOT,-959,-5259
150,COL,-1203,-4864
150,GAS,-1498,-2972
150,HAM,-1339,-277
150,HUL,-1440,-1548
150,LEC,-1229,986
150,MAG,-1495,-2739
150,NOR,-1131,2124
150,OCO,-1499,-3131
150,PER,-1397,-959
150,PIA,-1141,2010
150,RIC,-1480,-2260
150,RUS,-1182,1531
150,SAI,-1258,647
150,STR,-1420,-4207
150,TSU,-1482,-3735
150,VER,-1378,-720
150,ZHO,-189,-5774
152,ALB,-1414,-1177
152,ALO,-1470,-2046
152,BOT,-1196,-4878
152,COL,-1320,-4577
152,GAS,-1496,-2792
152,HAM,-1307,89
152,HUL,-1429,-1387
152,LEC,-1199,1341
152,MAG,-1491,-2582
152,NOR,-1131,2124
152,OCO,-1498,-2974
152,PER,-1389,-856
152,PIA,-1139,2034
152,RIC,-1473,-2112
152,RUS,-1157,1828
152,SAI,-1240,855
152,STR,-1462,-3947
152,TSU,-1493,-3526
152,VER,-1363,-544
152,ZHO,-775,-5456
154,ALB,-1399,-978
154,ALO,-1463,-1910
154,BOT,-1320,-4577
154,COL,-1398,-4305
154,GAS,-1492,-2626
154,HAM,-1289,293
154,HUL,-1416,-1207
154,LEC,-1171,1657
154,MAG,-1487,-2450
154,NOR,-1131,2124
154,OCO,-1496,-2794
154,PER,-1369,-622
154,PIA,-1139,2034
154,RIC,-1466,-1966
154,RUS,-1146,1953
154,SAI,-1217,1124
154,STR,-1482,-3746
154,TSU,-1498,-3346
154,VER,-1334,-215
154,ZHO,-1132,-5001
156,ALB,-1385,-815
156,ALO,-1452,-1723
156,BOT,-1395,-4319
156,COL,-1445,-4070
156,GAS,-1489,-2506
156,HAM,-1257,666
156,HUL,-1400,-996
156,LEC,-1155,1845
156,MAG,-1480,-2271
156,NOR,-1131,2124
156,OCO,-1492,-2628
156,PER,-1340,-279
156,PIA,-1139,2034
156,RIC,-1458,-1825
156,RUS,-1145,1961
156,SAI,-1186,1488
156,STR,-1492,-3551
156,TSU,-1499,-3166
156,VER,-1308,75
156,ZHO,-1276,-4695
158,ALB,-1351,-414
158,ALO,-1423,-1307
158,BOT,-1440,-4100
158,COL,-1470,-3879
158,GAS,-1484,-2369
158,HAM,-1220,1092
158,HUL,-1377,-710
158,LEC,-1151,1891
158,MAG,-1472,-2093
158,NOR,-1131,2124
158,OCO,-1490,-2534
158,PER,-1305,106
158,PIA,-1139,2034
158,RIC,-1449,-1688
158,RUS,-1145,1961
158,SAI,-1166,1723
158,STR,-1498,-3342
158,TSU,-1499,-2976
158,VER,-1270,514
158,ZHO,-1367,-4423
160,ALB,-1323,-88
160,ALO,-1374,-677
160,BOT,-1468,-3901
160,COL,-1487,-3665
160,GAS,-1479,-2242
160,HAM,-1188,1466
160,HUL,-1345,-345
160,LEC,-1151,1891
160,MAG,-1462,-1902
160,NOR,-1131,2124
160,OCO,-1485,-2387
160,PER,-1265,575
160,PIA,-1139,2034
160,RIC,-1425,-1326
160,RUS,-1145,1961
160,SAI,-1159,1801
160,STR,-1499,-3139
160,TSU,-1496,-2777
160,VER,-1242,833
160,ZHO,-1429,-4162
162,ALB,-1291,275
162,ALO,-1349,-383
162,BOT,-1481,-3751
162,COL,-1495,-3486
162,GAS,-1475,-2151
162,HAM,-1171,1656
162,HUL,-1321,-66
162,LEC,-1151,1891
162,MAG,-1453,-1744
162,NOR,-1131,2124
162,OCO,-1480,-2267
162,PER,-1237,896
162,PIA,-1139,2034
162,RIC,-1396,-941
162,RUS,-1145,1961
162,SAI,-1158,1809
162,STR,-1499,-3034
162,TSU,-1492,-2618
162,VER,-1208,1226
162,ZHO,-1458,-3982
164,ALB,-1258,652
164,ALO,-1330,-176
164,BOT,-1490,-3613
164,COL,-1498,-3328
164,GAS,-1471,-2076
164,HAM,-1167,1706
164,HUL,-1299,178
164,LEC,-1151,1891
164,MAG,-1440,-1548
164,NOR,-1131,2124
164,OCO,-1476,-2184
164,PER,-1206,1257
164,PIA,-1139,2034
164,RIC,-1374,-671
164,RUS,-1145,1961
164,SAI,-1158,1809
164,STR,-1498,-2952
164,TSU,-1488,-2495
164,VER,-1184,1509
164,ZHO,-1475,-3831
166,ALB,-1222,1070
166,ALO,-1305,103
166,BOT,-1496,-3447
166,COL,-1499,-3178
166,GAS,-1464,-1929
166,HAM,-1167,1706
166,HUL,-1265,572
166,LEC,-1151,1891
166,MAG,-1418,-1239
166,NOR,-1131,2124
166,OCO,-1472,-2086
166,PER,-1185,1502
166,PIA,-1139,2034
166,RIC,-1334,-216
166,RUS,-1145,1961
166,SAI,-1158,1809
166,STR,-1497,-2862
166,TSU,-1483,-2334
166,VER,-1175,1610
166,ZHO,-1485,-3702
168,ALB,-1199,1341
168,ALO,-1275,452
168,BOT,-1498,-3290
168,COL,-1499,-3082
168,GAS,-1452,-1735
168,HAM,-1167,1706
168,HUL,-1236,901
168,LEC,-1151,1891
168,MAG,-1398,-970
168,NOR,-1131,2124
168,OCO,-1464,-1927
168,PER,-1180,1558
168,PIA,-1139,2034
168,RIC,-1304,116
168,RUS,-1145,1961
168,SAI,-1158,1809
168,STR,-1495,-2721
168,TSU,-1477,-2203
168,VER,-1175,1611
168,ZHO,-1490,-3599
170,ALB,-1188,1465
170,ALO,-1252,725
170,BOT,-1499,-3150
170,COL,-1499,-3000
170,GAS,-1430,-1401
170,HAM,-1167,1706
170,HUL,-1205,1267
170,LEC,-1151,1891
170,MAG,-1367,-591
170,NOR,-1131,2124
170,OCO,-1451,-1706
170,PER,-1180,1558
170,PIA,-1139,2034
170,RIC,-1265,567
170,RUS,-1145,1961
170,SAI,-1158,1809
170,STR,-1490,-2557
170,TSU,-1470,-2049
170,VER,-1175,1611
170,ZHO,-1494,-3500
172,ALB,-1187,1476
172,ALO,-1223,1058
172,BOT,-1499,-3061
172,COL,-1498,-2942
172,GAS,-1408,-1098
172,HAM,-1167,1706
172,HUL,-1192,1416
172,LEC,-1151,1891
172,MAG,-1344,-332
172,NOR,-1131,2124
172,OCO,-1434,-1462
172,PER,-1180,1558
172,PIA,-1139,2034
172,RIC,-1236,901
172,RUS,-1145,1961
172,SAI,-1158,1809
172,STR,-1486,-2417
172,TSU,-1458,-1833
172,VER,-1175,1611
172,ZHO,-1496,-3425
174,ALB,-1187,1477
174,ALO,-1203,1287
174,BOT,-1499,-2985
174,COL,-1497,-2861
174,GAS,-1378,-726
174,HAM,-1167,1707
174,HUL,-1191,1425
174,LEC,-1151,1891
174,MAG,-1303,129
174,NOR,-1131,2124
174,OCO,-1405,-1058
174,PER,-1180,1558
174,PIA,-1139,2034
174,RIC,-1213,1171
174,RUS,-1145,1961
174,SAI,-1158,1809
174,STR,-1477,-2197
174,TSU,-1440,-1542
174,VER,-1175,1610
174,ZHO,-1498,-3357
176,ALB,-1187,1477
176,ALO,-1199,1334
176,BOT,-1498,-2905
176,COL,-1495,-2729
176,GAS,-1347,-364
176,HAM,-1167,1707
176,HUL,-1191,1425
176,LEC,-1151,1891
176,MAG,-1277,426
176,NOR,-1131,2124
176,OCO,-1381,-754
176,PER,-1180,1558
176,PIA,-1139,2034
176,RIC,-1206,1260
176,RUS,-1145,1961
176,SAI,-1158,1809
176,STR,-1464,-1934
176,TSU,-1417,-1219
176,VER,-1175,1610
176,ZHO,-1498,-3301
178,ALB,-1187,1477
178,ALO,-1199,1334
178,BOT,-1495,-2748
178,COL,-1489,-2517
178,GAS,-1310,54
178,HAM,-1167,1707
178,HUL,-1191,1425
178,LEC,-1151,1891
178,MAG,-1244,812
178,NOR,-1131,2124
178,OCO,-1351,-414
178,PER,-1180,1558
178,PIA,-1139,2034
178,RIC,-1206,1260
178,RUS,-1145,1962
178,SAI,-1158,1809
178,STR,-1436,-1483
178,TSU,-1396,-941
178,VER,-1175,1610
178,ZHO,-1499,-3249
180,ALB,-1187,1477
180,ALO,-1199,1334
180,BOT,-1490,-2563
180,COL,-1479,-2253
180,GAS,-1279,402
180,HAM,-1167,1707
180,HUL,-1191,1425
180,LEC,-1151,1891
180,MAG,-1219,1103
180,NOR,-1131,2124
180,OCO,-1318,-36
180,PER,-1180,1558
180,PIA,-1139,2034
180,RIC,-1206,1260
180,RUS,-1145,1962
180,SAI,-1158,1809
180,STR,-1410,-1129
180,TSU,-1364,-559
180,VER,-1175,1610
180,ZHO,-1499,-3144
182,ALB,-1187,1477
182,ALO,-1199,1334
182,BOT,-1481,-2302
182,COL,-1467,-1989
182,GAS,-1247,773
182,HAM,-1167,1707
182,HUL,-1191,1425
182,LEC,-1151,1891
182,MAG,-1214,1156
182,NOR,-1131,2124
182,OCO,-1285,334
182,PER,-1180,1558
182,PIA,-1139,2034
182,RIC,-1206,1260
182,RUS,-1145,1962
182,SAI,-1158,1809
182,STR,-1382,-774
182,TSU,-1339,-273
182,VER,-1175,1610
182,ZHO,-1497,-2858
184,ALB,-1187,1477
184,ALO,-1199,1333
184,BOT,-1470,-2043
184,COL,-1453,-1749
184,GAS,-1229,992
184,HAM,-1167,1707
184,HUL,-1191,1425
184,LEC,-1151,1891
184,MAG,-1214,1157
184,NOR,-1131,2124
184,OCO,-1262,604
184,PER,-1180,1558
184,PIA,-1139,2034
184,RIC,-1206,1260
184,RUS,-1145,1962
184,SAI,-1158,1809
184,STR,-1363,-545
184,TSU,-1298,193
184,VER,-1175,1610
184,ZHO,-1487,-2441
186,ALB,-1187,1477
186,ALO,-1199,1333
186,BOT,-1454,-1754
186,COL,-1428,-1372
186,GAS,-1223,1052
186,HAM,-1167,1707
186,HUL,-1191,1425
186,LEC,-1151,1892
186,MAG,-1214,1157
186,NOR,-1131,2124
186,OCO,-1239,871
186,PER,-1180,1558
186,PIA,-1139,2034
186,RIC,-1206,1260
186,RUS,-1145,1962
186,SAI,-1158,1809
186,STR,-1340,-286
186,TSU,-1267,545
186,VER,-1175,1610
186,ZHO,-1472,-2094
188,ALB,-1187,1477
188,ALO,-1199,1333
188,BOT,-1436,-1487
188,COL,-1398,-975
188,GAS,-1223,1052
188,HAM,-1167,1707
188,HUL,-1191,1425
188,LEC,-1151,1892
188,MAG,-1214,1157
188,NOR,-1131,2124
188,OCO,-1230,979
188,PER,-1180,1558
188,PIA,-1139,2034
188,RIC,-1206,1260
188,RUS,-1145,1962
188,SAI,-1158,1809
188,STR,-1311,44
188,TSU,-1248,768
188,VER,-1175,1610
188,ZHO,-1455,-1783
190,ALB,-1187,1477
190,ALO,-1199,1333
190,BOT,-1414,-1184
190,COL,-1380,-753
190,GAS,-1223,1052
190,HAM,-1167,1707
190,HUL,-1191,1425
190,LEC,-1151,1892
190,MAG,-1214,1157
190,NOR,-1131,2124
190,OCO,-1229,992
190,PER,-1180,1558
190,PIA,-1139,2034
190,RIC,-1206,1260
190,RUS,-1145,1962
190,SAI,-1158,1809
190,STR,-1271,498
190,TSU,-1238,879
190,VER,-1175,1610
190,ZHO,-1435,-1468
192,ALB,-1187,1477
192,ALO,-1199,1333
192,BOT,-1391,-882
192,COL,-1342,-305
192,GAS,-1223,1052
192,HAM,-1167,1707
192,HUL,-1191,1425
192,LEC,-1151,1892
192,MAG,-1214,1157
192,NOR,-1131,2124
192,OCO,-1229,992
192,PER,-1180,1558
192,PIA,-1139,2034
192,RIC,-1206,1260
192,RUS,-1145,1962
192,SAI,-1158,1809
192,STR,-1246,788
192,TSU,-1236,900
192,VER,-1175,1610
192,ZHO,-1413,-1170
194,ALB,-1187,1477
194,ALO,-1199,1333
194,BOT,-1363,-547
194,COL,-1310,56
194,GAS,-1223,1052
194,HAM,-1167,1707
194,HUL,-1191,1425
194,LEC,-1151,1892
194,MAG,-1214,1157
194,NOR,-1131,2124
194,OCO,-1229,992
194,PER,-1180,1557
194,PIA,-1139,2034
194,RIC,-1206,1260
194,RUS,-1145,1962
194,SAI,-1158,1809
194,STR,-1240,861
194,TSU,-1236,900
194,VER,-1175,1609
194,ZHO,-1390,-875
196,ALB,-1187,1478
196,ALO,-1199,1333
196,BOT,-1328,-146
196,COL,-1293,251
196,GAS,-1223,1052
196,HAM,-1167,1707
196,HUL,-1191,1424
196,LEC,-1151,1892
196,MAG,-1214,1156
196,NOR,-1131,2124
196,OCO,-1229,992
196,PER,-1180,1557
196,PIA,-1139,2034
196,RIC,-1206,1260
196,RUS,-1145,1962
196,SAI,-1158,1809
196,STR,-1240,861
196,TSU,-1236,900
196,VER,-1175,1609
196,ZHO,-1365,-568
198,ALB,-1187,1478
198,ALO,-1199,1333
198,BOT,-1295,223
198,COL,-1271,501
198,GAS,-1223,1053
198,HAM,-1167,1707
198,HUL,-1191,1424
198,LEC,-1151,1892
198,MAG,-1214,1156
198,NOR,-1131,2124
198,OCO,-1229,992
198,PER,-1180,1557
198,PIA,-1139,2034
198,RIC,-1206,1260
198,RUS,-1145,1962
198,SAI,-1158,1808
198,STR,-1240,861
198,TSU,-1236,900
198,VER,-1175,1609
198,ZHO,-1329,-165
200,ALB,-1187,1478
200,ALO,-1199,1333
200,BOT,-1267,547
200,COL,-1257,663
200,GAS,-1223,1053
200,HAM,-1167,1707
200,HUL,-1191,1424
200,LEC,-1151,1892
200,MAG,-1214,1156
200,NOR,-1131,2124
200,OCO,-1229,992
200,PER,-1180,1557
200,PIA,-1139,2034
200,RIC,-1206,1260
200,RUS,-1145,1962
200,SAI,-1158,1808
200,STR,-1240,861
200,TSU,-1236,900
200,VER,-1175,1609
200,ZHO,-1298,184
202,ALB,-1187,1478
202,ALO,-1199,1333
202,BOT,-1256,679
202,COL,-1250,743
202,GAS,-1223,1053
202,HAM,-1167,1708
202,HUL,-1191,1424
202,LEC,-1151,1892
202,MAG,-1214,1156
202,NOR,-1131,2124
202,OCO,-1229,992
202,PER,-1180,1557
202,PIA,-1139,2034
202,RIC,-1206,1260
202,RUS,-1145,1962
202,SAI,-1158,1808
202,STR,-1240,861
202,TSU,-1236,900
202,VER,-1175,1609
202,ZHO,-1278,416
204,ALB,-1187,1478
204,ALO,-1199,1333
204,BOT,-1254,692
204,COL,-1247,776
204,GAS,-1223,1053
204,HAM,-1167,1708
204,HUL,-1191,1424
204,LEC,-1151,1892
204,MAG,-1214,1156
204,NOR,-1131,2124
204,OCO,-1229,992
204,PER,-1180,1557
204,PIA,-1139,2034
204,RIC,-1206,1260
204,RUS,-1145,1962
204,SAI,-1158,1808
204,STR,-1240,861
204,TSU,-1236,900
204,VER,-1175,1609
204,ZHO,-1261,618
206,ALB,-1187,1478
206,ALO,-1199,1333
206,BOT,-1254,692
206,COL,-1247,776
206,GAS,-1223,1053
206,HAM,-1167,1708
206,HUL,-1191,1424
206,LEC,-1151,1892
206,MAG,-1214,1156
206,NOR,-1131,2124
206,OCO,-1229,992
206,PER,-1180,1557
206,PIA,-1139,2034
206,RIC,-1206,1260
206,RUS,-1145,1962
206,SAI,-1158,1808
206,STR,-1240,861
206,TSU,-1236,900
206,VER,-1175,1609
206,ZHO,-1258,656
208,ALB,-1187,1478
208,ALO,-1199,1333
208,BOT,-1254,692
208,COL,-1247,776
208,GAS,-1223,1053
208,HAM,-1167,1708
208,HUL,-1191,1424
208,LEC,-1151,1892
208,MAG,-1214,1156
208,NOR,-1131,2124
208,OCO,-1229,992
208,PER,-1180,1557
208,PIA,-1139,2034
208,RIC,-1206,1260
208,RUS,-1145,1962
208,SAI,-1158,1808
208,STR,-1240,861
208,TSU,-1236,900
208,VER,-1175,1609
208,ZHO,-1258,656
210,ALB,-1187,1478
210,ALO,-1199,1333
210,BOT,-1254,692
210,COL,-1247,776
210,GAS,-1223,1053
210,HAM,-1167,1708
210,HUL,-1191,1424
210,LEC,-1151,1892
210,MAG,-1214,1156
210,NOR,-1131,2124
210,OCO,-1229,992
210,PER,-1180,1557
210,PIA,-1139,2034
210,RIC,-1206,1260
210,RUS,-1145,1962
210,SAI,-1158,1808
210,STR,-1240,861
210,TSU,-1236,900
210,VER,-1175,1609
210,ZHO,-1258,656
212,ALB,-1187,1478
212,ALO,-1199,1333
212,BOT,-1254,692
212,COL,-1247,775
212,GAS,-1223,1053
212,HAM,-1167,1708
212,HUL,-1191,1424
212,LEC,-1151,1892
212,MAG,-1214,1156
212,NOR,-1131,2124
212,OCO,-1229,992
212,PER,-1180,1557
212,PIA,-1139,2034
212,RIC,-1206,1260
212,RUS,-1145,1962
212,SAI,-1158,1808
212,STR,-1240,861
212,TSU,-1236,900
212,VER,-1175,1609
212,ZHO,-1258,656
214,ALB,-1187,1478
214,ALO,-1199,1333
214,BOT,-1254,692
214,COL,-1247,775
214,GAS,-1223,1053
214,HAM,-1167,1708
214,HUL,-1191,1424
214,LEC,-1151,1892
214,MAG,-1214,1156
214,NOR,-1131,2124
214,OCO,-1229,992
214,PER,-1180,1557
214,PIA,-1139,2034
214,RIC,-1206,1260
214,RUS,-1145,1962
214,SAI,-1158,1808
214,STR,-1240,861
214,TSU,-1236,900
214,VER,-1176,1609
214,ZHO,-1258,656
216,ALB,-1182,1536
216,ALO,-1192,1411
216,BOT,-1248,761
216,COL,-1242,834
216,GAS,-1218,1121
216,HAM,-1160,1786
216,HUL,-1186,1485
216,LEC,-1145,1965
216,MAG,-1208,1226
216,NOR,-1125,2200
216,OCO,-1223,1056
216,PER,-1174,1626
216,PIA,-1132,2111
216,RIC,-1200,1322
216,RUS,-1138,2039
216,SAI,-1152,1877
216,STR,-1234,932
216,TSU,-1231,967
216,VER,-1169,1679
216,ZHO,-1252,722
218,ALB,-1133,2097
218,ALO,-1138,2048
218,BOT,-1197,1358
218,COL,-1196,1371
218,GAS,-1167,1707
218,HAM,-1101,2476
218,HUL,-1138,2043
218,LEC,-1091,2584
218,MAG,-1157,1823
218,NOR,-1071,2820
218,OCO,-1173,1642
218,PER,-1122,2234
218,PIA,-1076,2758
218,RIC,-1151,1896
218,RUS,-1086,2648
218,SAI,-1102,2460
218,STR,-1181,1545
218,TSU,-1182,1536
218,VER,-1118,2270
218,ZHO,-1203,1291
220,ALB,-1046,3112
220,ALO,-1048,3087
220,BOT,-1111,2354
220,COL,-1116,2301
220,GAS,-1080,2717
220,HAM,-1015,3469
220,HUL,-1059,2954
220,LEC,-1017,3449
220,MAG,-1075,2777
220,NOR,-987,3799
220,OCO,-1093,2570
220,PER,-1030,3294
220,PIA,-993,3728
220,RIC,-1069,2849
220,RUS,-1002,3617
220,SAI,-1023,3374
220,STR,-1096,2527
220,TSU,-1097,2517
220,VER,-1030,3294
220,ZHO,-1119,2269
222,ALB,-938,4364
222,ALO,-940,4336
222,BOT,-995,3700
222,COL,-1002,3627
222,GAS,-968,4014
222,HAM,-916,4619
222,HUL,-959,4124
222,LEC,-916,4624
222,MAG,-966,4042
222,NOR,-876,5080
222,OCO,-981,3865
222,PER,-933,4426
222,PIA,-882,5014
222,RIC,-963,4076
222,RUS,-901,4793
222,SAI,-914,4644
222,STR,-987,3790
222,TSU,-989,3773
222,VER,-935,4396
222,ZHO,-1005,3582
224,ALB,-820,5735
224,ALO,-818,5761
224,BOT,-869,5164
224,COL,-883,4997
